"reaction","days","subj"
278.1995813218241,6,"S000088"
274.97288459600935,7,"S000088"
311.8784846461519,8,"S000088"
238.7910779886334,9,"S000088"
238.90633632863702,0,"S000089"
240.32686298264977,1,"S000089"
244.73797261600328,2,"S000089"
237.0237170699576,3,"S000089"
230.42632848299502,4,"S000089"
260.5840951994598,5,"S000089"
285.7542376110421,6,"S000089"
300.9170534651913,7,"S000089"
308.5778354550076,8,"S000089"
321.04995658416004,9,"S000089"
251.8600021599742,0,"S000090"
248.04996749757828,1,"S000090"
274.7273182963624,2,"S000090"
277.81666841543347,3,"S000090"
326.8327159363111,4,"S000090"
372.30533904069637,5,"S000090"
376.085059582168,6,"S000090"
392.1023617944692,7,"S000090"
420.6861424320412,8,"S000090"
411.47996742183244,9,"S000090"
221.85471153977898,0,"S000091"
268.8809378479797,1,"S000091"
258.6720954501785,2,"S000091"
242.8459950768775,3,"S000091"
275.9018201388025,4,"S000091"
271.7986742192233,5,"S000091"
318.4497492544676,6,"S000091"
312.6098745153237,7,"S000091"
299.867583623445,8,"S000091"
301.6204958201878,9,"S000091"
251.71174776910243,0,"S000092"
218.6370037660059,1,"S000092"
236.79592299742802,2,"S000092"
316.86639332697223,3,"S000092"
259.9518369021955,4,"S000092"
312.71895065766137,5,"S000092"
334.70305474535917,6,"S000092"
374.9305231565777,7,"S000092"
331.8905697176313,8,"S000092"
346.37686948336204,9,"S000092"
205.7421115213585,0,"S000093"
279.78043432364814,1,"S000093"
253.73048819477333,2,"S000093"
266.8355548881688,3,"S000093"
286.4142266768254,4,"S000093"
278.9246447176393,5,"S000093"
293.50880317320394,6,"S000093"
314.6836751476443,7,"S000093"
350.86233931098496,8,"S000093"
360.25795580531826,9,"S000093"
252.3990189587359,0,"S000094"
299.8041959465904,1,"S000094"
236.48367974263095,2,"S000094"
278.0813878700437,3,"S000094"
252.0132892991835,4,"S000094"
295.2737352477083,5,"S000094"
336.9776525516126,6,"S000094"
266.31390658193595,7,"S000094"
354.7460853037148,8,"S000094"
318.7198149236717,9,"S000094"
242.41901950874694,0,"S000095"
287.8652488045287,1,"S000095"
290.65280274785965,2,"S000095"
274.8677403841873,3,"S000095"
226.73133962835166,4,"S000095"
291.08833412806746,5,"S000095"
278.76228324896897,6,"S000095"
308.51493391143174,7,"S000095"
331.81893584045076,8,"S000095"
262.98812412607333,9,"S000095"
315.3805876592861,0,"S000096"
299.05149528495366,1,"S000096"
307.7611964103568,2,"S000096"
296.94486498322385,3,"S000096"
314.09231744428257,4,"S000096"
364.92604214192096,5,"S000096"
332.2699228665214,6,"S000096"
401.35089112161273,7,"S000096"
343.22738364652395,8,"S000096"
352.3229458810341,9,"S000096"
210.4054797748633,0,"S000097"
187.1500755563613,1,"S000097"
225.11909865072124,2,"S000097"
216.53289478891816,3,"S000097"
249.85251654149636,4,"S000097"
218.93146247986363,5,"S000097"
250.65479385652057,6,"S000097"
311.8524523068137,7,"S000097"
243.5518605463565,8,"S000097"
369.09474840507255,9,"S000097"
238.7355097378746,0,"S000098"
300.57045597997535,1,"S000098"
236.33123381818288,2,"S000098"
322.37914138807946,3,"S000098"
272.82783980827827,4,"S000098"
267.7128602368689,5,"S000098"
251.46035113141414,6,"S000098"
306.1045838576984,7,"S000098"
253.08086957637033,8,"S000098"
292.89012356604724,9,"S000098"
176.07695749210617,0,"S000099"
206.7825926179122,1,"S000099"
238.84323520560307,2,"S000099"
262.0504489270899,3,"S000099"
240.81831578938025,4,"S000099"
239.79454591092107,5,"S000099"
329.4140197575854,6,"S000099"
297.8902909404342,7,"S000099"
285.27518590382607,8,"S000099"
299.60515434811896,9,"S000099"
223.53722340187747,0,"S000100"
286.1599020964909,1,"S000100"
230.63623715634682,2,"S000100"
227.99046387548677,3,"S000100"
205.80304147856685,4,"S000100"
241.6560189559408,5,"S000100"
297.5031844088219,6,"S000100"
265.9021679870047,7,"S000100"
251.21987644653447,8,"S000100"
221.21878977386103,9,"S000100"
257.4966599435173,0,"S000101"
250.97639480974007,1,"S000101"
252.10006649697644,2,"S000101"
311.0994869455746,3,"S000101"
281.6613284184789,4,"S000101"
269.8976511468339,5,"S000101"
330.99352378987555,6,"S000101"
267.88492340622236,7,"S000101"
343.51706355725247,8,"S000101"
325.39427060602526,9,"S000101"
243.29206432974152,0,"S000102"
272.0466607036365,1,"S000102"
305.5074798307871,2,"S000102"
346.6156349818307,3,"S000102"
320.8328578243128,4,"S000102"
336.21414459219284,5,"S000102"
328.81720324885293,6,"S000102"
326.2028487647105,7,"S000102"
409.5991039587257,8,"S000102"
383.52984495028585,9,"S000102"
271.27978256703756,0,"S000103"
267.63356787077197,1,"S000103"
302.43341117124896,2,"S000103"
289.6259406161556,3,"S000103"
306.5010904342203,4,"S000103"
298.2201257345354,5,"S000103"
267.01018017910553,6,"S000103"
272.08423189808207,7,"S000103"
301.49014162949493,8,"S000103"
300.9443420349637,9,"S000103"
240.9337676313324,0,"S000104"
273.8073058186225,1,"S000104"
320.94673482903335,2,"S000104"
295.586354934255,3,"S000104"
314.63847745667204,4,"S000104"
324.14050376962695,5,"S000104"
269.71274192127544,6,"S000104"
347.313323029224,7,"S000104"
377.19518684643396,8,"S000104"
376.316419667256,9,"S000104"
276.51634666401657,0,"S000105"
237.28204824438467,1,"S000105"
268.2220641562816,2,"S000105"
322.7508845365764,3,"S000105"
264.2115705595754,4,"S000105"
333.70195292553774,5,"S000105"
323.55975456061014,6,"S000105"
327.605655739077,7,"S000105"
309.0540327597809,8,"S000105"
324.4571682038876,9,"S000105"
231.73290212805378,0,"S000106"
294.6627886913365,1,"S000106"
267.1672089439199,2,"S000106"
279.68529203284885,3,"S000106"
282.8324894971813,4,"S000106"
287.45110223495635,5,"S000106"
314.2987621993496,6,"S000106"
340.3962750569904,7,"S000106"
275.96264996823606,8,"S000106"
318.4197345093365,9,"S000106"
246.75391695018504,0,"S000107"
299.4849849415658,1,"S000107"
244.43369634277542,2,"S000107"
325.46692558184793,3,"S000107"
269.74733706427946,4,"S000107"
326.3028236065993,5,"S000107"
346.6552721319057,6,"S000107"
373.5704578396002,7,"S000107"
375.3991782888246,8,"S000107"
425.3295162918051,9,"S000107"
253.60000563740078,0,"S000108"
259.81227972197047,1,"S000108"
328.97348591400043,2,"S000108"
264.79784741834123,3,"S000108"
325.43472477618764,4,"S000108"
300.0515884143636,5,"S000108"
276.61197072788127,6,"S000108"
327.5421767406901,7,"S000108"
308.50080012790573,8,"S000108"
321.4375748799841,9,"S000108"
259.9709187824353,0,"S000109"
222.3725104089316,1,"S000109"
249.24072216336677,2,"S000109"
245.00995707181002,3,"S000109"
237.25007759806132,4,"S000109"
242.9675925351396,5,"S000109"
197.21788337636735,6,"S000109"
227.44155184124966,7,"S000109"
234.69762238901384,8,"S000109"
231.42855845395212,9,"S000109"
260.7955941382706,0,"S000110"
306.3921702785926,1,"S000110"
327.5182612036123,2,"S000110"
331.03787464786495,3,"S000110"
298.72002854180397,4,"S000110"
358.6858945730125,5,"S000110"
374.31582393996524,6,"S000110"
383.9409359199483,7,"S000110"
439.7790471089784,8,"S000110"
421.66490322771887,9,"S000110"
339.1900212559418,0,"S000111"
381.1733553886313,1,"S000111"
314.1286434616489,2,"S000111"
340.91310659043444,3,"S000111"
314.92722447410245,4,"S000111"
333.1007920991028,5,"S000111"
348.13210201070234,6,"S000111"
355.4234977116217,7,"S000111"
386.9012300592981,8,"S000111"
411.8018760651981,9,"S000111"
185.01140796976583,0,"S000112"
245.33462588909882,1,"S000112"
210.39436825368267,2,"S000112"
243.08254470239712,3,"S000112"
222.2906455930492,4,"S000112"
306.2585106958951,5,"S000112"
293.88130736485385,6,"S000112"
313.4260034814164,7,"S000112"
316.4700672176544,8,"S000112"
362.5779417900266,9,"S000112"
189.6019026345552,0,"S000113"
188.47352731577337,1,"S000113"
241.64197228630334,2,"S000113"
193.9141260188464,3,"S000113"
260.4718767135473,4,"S000113"
304.40782118630165,5,"S000113"
243.06185108689914,6,"S000113"
335.65597889769265,7,"S000113"
310.0748533332416,8,"S000113"
303.1524617349803,9,"S000113"
201.2517319846008,0,"S000114"
227.45242609234202,1,"S000114"
290.7790894087624,2,"S000114"
277.11905809938855,3,"S000114"
293.31682734580824,4,"S000114"
299.9296773090886,5,"S000114"
357.5008131466576,6,"S000114"
338.83697776452993,7,"S000114"
356.4050736638966,8,"S000114"
406.2743565055593,9,"S000114"
257.56251821472716,0,"S000115"
258.4192662125767,1,"S000115"
322.99037140911673,2,"S000115"
291.206367888798,3,"S000115"
272.12733609830013,4,"S000115"
290.547980877774,5,"S000115"
326.9239917822027,6,"S000115"
356.6337496269792,7,"S000115"
319.54166613477634,8,"S000115"
343.9764922638988,9,"S000115"
244.5149255518099,0,"S000116"
231.08661529128904,1,"S000116"
216.10068156469293,2,"S000116"
253.9286094351887,3,"S000116"
250.2972310425354,4,"S000116"
187.19640647453846,5,"S000116"
174.7739167687472,6,"S000116"
227.60973335316413,7,"S000116"
227.53264456433433,8,"S000116"
214.53547107268693,9,"S000116"
270.17115050517964,0,"S000117"
298.38503415953414,1,"S000117"
292.5582169440315,2,"S000117"
310.80626248693704,3,"S000117"
307.1206128987423,4,"S000117"
388.47834632153246,5,"S000117"
358.6503833746126,6,"S000117"
367.6359313177737,7,"S000117"
347.89474740430006,8,"S000117"
446.62272297147894,9,"S000117"
240.6569867666303,0,"S000118"
215.6001791451219,1,"S000118"
213.95168879819013,2,"S000118"
266.7932528125587,3,"S000118"
274.99578575391195,4,"S000118"
261.40042714680857,5,"S000118"
344.64050808217013,6,"S000118"
319.11920853299404,7,"S000118"
349.3056902408713,8,"S000118"
335.3976705933446,9,"S000118"
205.16637981836303,0,"S000119"
214.86960185184773,1,"S000119"
275.2159510954035,2,"S000119"
227.80573108259898,3,"S000119"
269.5369775723376,4,"S000119"
296.43972129059625,5,"S000119"
274.4340678107416,6,"S000119"
252.35455605866636,7,"S000119"
312.7775900771497,8,"S000119"
349.4045852586697,9,"S000119"
211.28622380265807,0,"S000120"
261.59205577306597,1,"S000120"
295.60393855270905,2,"S000120"
282.9485046893266,3,"S000120"
267.3459884950835,4,"S000120"
283.985163296691,5,"S000120"
307.01418547250927,6,"S000120"
351.5021225582527,7,"S000120"
293.62589152242026,8,"S000120"
397.0300842939445,9,"S000120"
236.94546027374196,0,"S000121"
303.0572136154456,1,"S000121"
315.03027276666353,2,"S000121"
329.7283757938646,3,"S000121"
319.20622886651836,4,"S000121"
335.5228413750873,5,"S000121"
345.39149509977284,6,"S000121"
332.7757507545147,7,"S000121"
383.87246632965685,8,"S000121"
384.3707728488208,9,"S000121"
204.04396672547725,0,"S000122"
229.19956597645813,1,"S000122"
253.6664684577361,2,"S000122"
242.17571142106559,3,"S000122"
303.64915826091783,4,"S000122"
352.62921139980494,5,"S000122"
323.4214811159878,6,"S000122"
349.97206669362714,7,"S000122"
364.4445811930304,8,"S000122"
380.9546186860764,9,"S000122"
243.39375635870326,0,"S000123"
239.67088647392723,1,"S000123"
219.92865856527754,2,"S000123"
226.79681604530097,3,"S000123"
227.30012476089018,4,"S000123"
209.8619531266909,5,"S000123"
208.18944582526643,6,"S000123"
199.6682351311101,7,"S000123"
189.06820740154808,8,"S000123"
242.63400080750307,9,"S000123"
229.41173134755596,0,"S000124"
260.61478928480676,1,"S000124"
268.71422364581036,2,"S000124"
228.3385477234542,3,"S000124"
254.44191689535512,4,"S000124"
274.45129955201656,5,"S000124"
294.6422808642603,6,"S000124"
283.43739211077514,7,"S000124"
288.6784157550764,8,"S000124"
322.5838368454005,9,"S000124"
293.62159539844976,0,"S000125"
312.04632991875957,1,"S000125"
295.23693330207664,2,"S000125"
327.2392169461379,3,"S000125"
239.3925248300031,4,"S000125"
311.7859636090223,5,"S000125"
341.88175336518213,6,"S000125"
321.1158930804813,7,"S000125"
304.0172784794277,8,"S000125"
344.9854073211599,9,"S000125"
290.1095566921554,0,"S000126"
252.7052702936423,1,"S000126"
325.7021175933387,2,"S000126"
315.94208505531054,3,"S000126"
338.7991435225911,4,"S000126"
337.6416751425488,5,"S000126"
418.19741699894604,6,"S000126"
387.3605389182976,7,"S000126"
352.35970661085975,8,"S000126"
428.1447217434331,9,"S000126"
237.60085436359248,0,"S000127"
300.6012895710881,1,"S000127"
317.9834935719157,2,"S000127"
305.54428960494306,3,"S000127"
313.95094256206704,4,"S000127"
336.4003961438619,5,"S000127"
333.2812448062668,6,"S000127"
380.50316479540504,7,"S000127"
368.14861243445495,8,"S000127"
369.48353406258923,9,"S000127"
257.96434145514735,0,"S000128"
213.1904581042846,1,"S000128"
211.08012385753605,2,"S000128"
217.03090763024258,3,"S000128"
164.71445026000487,4,"S000128"
182.98948260134532,5,"S000128"
197.27970249866422,6,"S000128"
152.3602168343887,7,"S000128"
162.11888677829458,8,"S000128"
121.72529312063996,9,"S000128"
220.04589328270134,0,"S000129"
234.2578384605035,1,"S000129"
277.4249889987043,2,"S000129"
309.1775252787689,3,"S000129"
306.5361138149402,4,"S000129"
346.62425311990444,5,"S000129"
359.50729072812857,6,"S000129"
420.89972040598855,7,"S000129"
388.07900835036094,8,"S000129"
421.5683090423123,9,"S000129"
282.62603943626885,0,"S000130"
295.4238108990277,1,"S000130"
309.58603961661606,2,"S000130"
336.6320576501056,3,"S000130"
287.2635097526539,4,"S000130"
351.1484185765747,5,"S000130"
385.4321957795988,6,"S000130"
326.2244362666003,7,"S000130"
429.31334617543865,8,"S000130"
399.5000453745509,9,"S000130"
258.0509136752361,0,"S000131"
230.57168447380303,1,"S000131"
324.8225126089895,2,"S000131"
239.10619049929443,3,"S000131"
297.5876926665377,4,"S000131"
302.15606598800343,5,"S000131"
245.93392517514567,6,"S000131"
274.7751781084438,7,"S000131"
259.8887372426267,8,"S000131"
320.81872993255325,9,"S000131"
257.2932817824341,0,"S000132"
289.5002945793083,1,"S000132"
317.319981662633,2,"S000132"
262.35631353858105,3,"S000132"
382.406449523215,4,"S000132"
313.18627554615864,5,"S000132"
394.4256573297197,6,"S000132"
360.2687806922946,7,"S000132"
436.69551792442195,8,"S000132"
456.92391430512646,9,"S000132"
207.91729844385617,0,"S000133"
225.39795211032126,1,"S000133"
242.0705652848679,2,"S000133"
201.66600643546784,3,"S000133"
215.8593216235592,4,"S000133"
197.04333817651616,5,"S000133"
216.37105788389582,6,"S000133"
263.4005862521175,7,"S000133"
295.58441484457336,8,"S000133"
257.7879923377509,9,"S000133"
254.7320219994,0,"S000134"
271.21606238307834,1,"S000134"
273.2569194294014,2,"S000134"
272.7765954375817,3,"S000134"
283.9307982432033,4,"S000134"
255.1578572036139,5,"S000134"
255.29097132142647,6,"S000134"
285.6208910088408,7,"S000134"
311.9437906369296,8,"S000134"
316.05593736547246,9,"S000134"
273.11328166918526,0,"S000135"
305.18682055000056,1,"S000135"
291.4656770388394,2,"S000135"
310.8009729427444,3,"S000135"
321.1621832957009,4,"S000135"
310.33154901591433,5,"S000135"
277.13197521503406,6,"S000135"
318.90081195859375,7,"S000135"
285.6121843353967,8,"S000135"
261.0041339214756,9,"S000135"
249.9476776181581,0,"S000136"
247.21773658079775,1,"S000136"
284.55156362107493,2,"S000136"
280.84978302492647,3,"S000136"
345.9561253616431,4,"S000136"
317.23582388275327,5,"S000136"
298.4132712739594,6,"S000136"
361.44175747751706,7,"S000136"
410.75939243881544,8,"S000136"
409.44637515185093,9,"S000136"
257.09089592626293,0,"S000137"
191.59056145912615,1,"S000137"
232.38675937894058,2,"S000137"
248.64013336325218,3,"S000137"
339.2963044060634,4,"S000137"
317.65006957340347,5,"S000137"
311.465936235141,6,"S000137"
341.16945081396307,7,"S000137"
324.5579267370545,8,"S000137"
386.93682168232016,9,"S000137"
249.8639549849513,0,"S000138"
210.82968858463107,1,"S000138"
204.85224583931262,2,"S000138"
217.93396671574868,3,"S000138"
181.7661451874062,4,"S000138"
205.41793148847552,5,"S000138"
211.43637544770084,6,"S000138"
221.20582698464787,7,"S000138"
209.78261831924078,8,"S000138"
171.80057748425668,9,"S000138"
252.6176261510556,0,"S000139"
255.8153254251821,1,"S000139"
248.2511669375592,2,"S000139"
263.112560242604,3,"S000139"
286.5231056987577,4,"S000139"
326.86423383961574,5,"S000139"
293.4419969242004,6,"S000139"
312.9522931300349,7,"S000139"
377.72569852165356,8,"S000139"
360.85079529495005,9,"S000139"
313.84783637248097,0,"S000140"
285.9144978412643,1,"S000140"
304.41247807018243,2,"S000140"
266.0872919483302,3,"S000140"
281.37944378271834,4,"S000140"
310.15442553556653,5,"S000140"
330.16092243824966,6,"S000140"
314.90729731569905,7,"S000140"
315.0957720403401,8,"S000140"
344.0487512504361,9,"S000140"
287.9282241167726,0,"S000141"
283.98038464241085,1,"S000141"
281.3987589300163,2,"S000141"
266.1390299825969,3,"S000141"
276.38696150717766,4,"S000141"
314.5290367824737,5,"S000141"
291.55556004788946,6,"S000141"
310.38450976336617,7,"S000141"
358.8074192530688,8,"S000141"
294.27692037171846,9,"S000141"
300.5215096027058,0,"S000142"
248.115360766517,1,"S000142"
238.34523744654774,2,"S000142"
239.33580043391524,3,"S000142"
238.9763462524393,4,"S000142"
282.1182271741617,5,"S000142"
264.913675287787,6,"S000142"
238.1974584703792,7,"S000142"
243.23771402988967,8,"S000142"
252.11120462947534,9,"S000142"
221.3338415021583,0,"S000143"
188.76733781561833,1,"S000143"
231.54770061611651,2,"S000143"
280.8147506284222,3,"S000143"
274.93679802699756,4,"S000143"
359.17537507100263,5,"S000143"
324.67996570977647,6,"S000143"
372.898830421237,7,"S000143"
341.82798565310856,8,"S000143"
345.8113410410184,9,"S000143"
256.4338145737426,0,"S000144"
285.9019395333441,1,"S000144"
269.7177859702489,2,"S000144"
284.49315663818317,3,"S000144"
300.82596626862215,4,"S000144"
345.49239322911984,5,"S000144"
374.39553994121667,6,"S000144"
382.90867104784,7,"S000144"
306.75098888265666,8,"S000144"
310.0308377389781,9,"S000144"
277.9213029094049,0,"S000145"
253.82467611584275,1,"S000145"
291.2959046364969,2,"S000145"
266.62130511880105,3,"S000145"
303.15018199529544,4,"S000145"
347.4099115283631,5,"S000145"
344.34390463593417,6,"S000145"
306.5551813539697,7,"S000145"
355.19784680982053,8,"S000145"
367.1271404053247,9,"S000145"
268.1523929518505,0,"S000146"
284.265595989788,1,"S000146"
324.5147841293298,2,"S000146"
344.915307953719,3,"S000146"
306.0893948646378,4,"S000146"
363.100511476791,5,"S000146"
376.2179404315583,6,"S000146"
419.6552391487231,7,"S000146"
427.4341026630048,8,"S000146"
398.1192185084871,9,"S000146"
228.32561367879748,0,"S000147"
255.07040117218827,1,"S000147"
263.8017610644116,2,"S000147"
229.43011273638018,3,"S000147"
250.88813850377664,4,"S000147"
269.68128580749976,5,"S000147"
312.20744832297214,6,"S000147"
301.80668271645635,7,"S000147"
312.3097312069559,8,"S000147"
350.7138655047331,9,"S000147"
234.70610521880778,0,"S000148"
285.14460112115654,1,"S000148"
312.6338884133935,2,"S000148"
258.4536353376199,3,"S000148"
263.34935054790037,4,"S000148"
315.74419539827636,5,"S000148"
335.72710876120846,6,"S000148"
331.90226249666614,7,"S000148"
357.37427748718994,8,"S000148"
324.3459672916548,9,"S000148"
243.77598451335965,0,"S000149"
207.6949323915969,1,"S000149"
211.27228282983913,2,"S000149"
284.0019021635073,3,"S000149"
285.77487225211985,4,"S000149"
268.5868440206759,5,"S000149"
330.65891600051066,6,"S000149"
327.47456572766305,7,"S000149"
315.7917401707226,8,"S000149"
295.25431436561894,9,"S000149"
172.91242770376206,0,"S000150"
240.28770309190207,1,"S000150"
277.0295776915912,2,"S000150"
305.42074472912725,3,"S000150"
276.8883711255572,4,"S000150"
264.4369167995323,5,"S000150"
306.32085639507727,6,"S000150"
315.23799729328056,7,"S000150"
326.1672612281509,8,"S000150"
360.7581603469361,9,"S000150"
225.96610774061924,0,"S000151"
227.9530620337425,1,"S000151"
319.00362579714175,2,"S000151"
327.22841532879175,3,"S000151"
327.42059277948124,4,"S000151"
355.754389960321,5,"S000151"
330.1807033075808,6,"S000151"
361.6291030715377,7,"S000151"
361.7640237512776,8,"S000151"
337.9399866012503,9,"S000151"
239.19221657580613,0,"S000152"
242.92510129228492,1,"S000152"
234.41864486772474,2,"S000152"
268.7837912680284,3,"S000152"
239.2981535715442,4,"S000152"
281.62023996663424,5,"S000152"
256.2619746233603,6,"S000152"
295.7136300685658,7,"S000152"
287.69455954008924,8,"S000152"
270.1959099229976,9,"S000152"
244.12817797746223,0,"S000153"
229.1946485271007,1,"S000153"
226.5690549939955,2,"S000153"
277.8545917779567,3,"S000153"
269.53654353956404,4,"S000153"
305.67711874601224,5,"S000153"
252.33998623787363,6,"S000153"
270.7813114893152,7,"S000153"
321.41413824034987,8,"S000153"
290.62617693245096,9,"S000153"
199.81184051232935,0,"S000154"
250.43044060549133,1,"S000154"
241.99724296342103,2,"S000154"
198.34515415387688,3,"S000154"
219.29495204260826,4,"S000154"
310.0474017376035,5,"S000154"
242.3687174982936,6,"S000154"
245.49224770615766,7,"S000154"
238.7455859904778,8,"S000154"
275.5962520103682,9,"S000154"
254.34620807711653,0,"S000155"
234.66243484877796,1,"S000155"
246.1265333584253,2,"S000155"
256.3830561702021,3,"S000155"
290.69205664180345,4,"S000155"
309.0396583857485,5,"S000155"
306.17735414160484,6,"S000155"
311.3334813314368,7,"S000155"
371.53279908115127,8,"S000155"
317.8395972363087,9,"S000155"
151.99859014115572,0,"S000156"
242.33392014700627,1,"S000156"
201.10123789660184,2,"S000156"
169.30524938056345,3,"S000156"
166.6014595438946,4,"S000156"
192.08467983718967,5,"S000156"
175.97183339172034,6,"S000156"
193.1739090072017,7,"S000156"
185.63677777039314,8,"S000156"
174.10128185820997,9,"S000156"
280.69211956350557,0,"S000157"
278.3194843433295,1,"S000157"
350.8182990549708,2,"S000157"
353.65093006561324,3,"S000157"
334.34929098367775,4,"S000157"
367.99332188179426,5,"S000157"
396.55479856952763,6,"S000157"
395.26049970716207,7,"S000157"
453.4947002378638,8,"S000157"
448.92533658530596,9,"S000157"
282.25491779185984,0,"S000158"
287.6916156578288,1,"S000158"
296.4593021474527,2,"S000158"
285.7209593115524,3,"S000158"
321.5959638610981,4,"S000158"
312.7055409750242,5,"S000158"
282.1381540013977,6,"S000158"
341.70578470095023,7,"S000158"
334.8123165725102,8,"S000158"
354.03039640085615,9,"S000158"
276.5058374517355,0,"S000159"
273.04805067586557,1,"S000159"
285.72492853897904,2,"S000159"
302.6172003982889,3,"S000159"
351.12115310882854,4,"S000159"
304.01706329966964,5,"S000159"
311.83537715858944,6,"S000159"
342.04473180342393,7,"S000159"
387.4443608055103,8,"S000159"
366.7120127294119,9,"S000159"
225.0738783980455,0,"S000160"
223.7057750296293,1,"S000160"
228.62458654457973,2,"S000160"
248.7128889311984,3,"S000160"
256.51399561142654,4,"S000160"
212.3839951952232,5,"S000160"
242.7170523303247,6,"S000160"
261.33389904916083,7,"S000160"
208.7040201101541,8,"S000160"
207.3148780705787,9,"S000160"
281.46585852705954,0,"S000161"
263.42643157110575,1,"S000161"
292.5785134366723,2,"S000161"
280.76955756667127,3,"S000161"
241.30456034851406,4,"S000161"
317.4357844396944,5,"S000161"
288.73603678275606,6,"S000161"
329.27382169838506,7,"S000161"
358.2467870454811,8,"S000161"
379.31182137553014,9,"S000161"
237.79525888111385,0,"S000162"
281.4970368556076,1,"S000162"
307.6505201090753,2,"S000162"
239.71778476285684,3,"S000162"
260.3248550604015,4,"S000162"
247.35150332874514,5,"S000162"
293.629127596509,6,"S000162"
282.90747767612066,7,"S000162"
309.64041987896667,8,"S000162"
248.36803666174885,9,"S000162"
306.2306189720123,0,"S000163"
300.37557346171565,1,"S000163"
279.9110664171338,2,"S000163"
327.82919193159313,3,"S000163"
327.728729115043,4,"S000163"
338.17445603134763,5,"S000163"
365.7927294333501,6,"S000163"
361.1478970428368,7,"S000163"
386.4658643166128,8,"S000163"
374.4714167929445,9,"S000163"
225.14194795072538,0,"S000164"
213.93472546400733,1,"S000164"
303.827063135894,2,"S000164"
256.9721373323246,3,"S000164"
298.5286572655,4,"S000164"
283.51713253522246,5,"S000164"
304.912921882452,6,"S000164"
308.0121154741795,7,"S000164"
328.20164650648087,8,"S000164"
307.8906123553874,9,"S000164"
240.96538843984388,0,"S000165"
304.5357501310984,1,"S000165"
243.83424657104254,2,"S000165"
275.71657720274396,3,"S000165"
286.4664559143384,4,"S000165"
316.10455429014337,5,"S000165"
337.65710111590664,6,"S000165"
376.7877871932211,7,"S000165"
418.25100593946274,8,"S000165"
416.97151941990984,9,"S000165"
215.99220133749247,0,"S000166"
306.88860742472247,1,"S000166"
259.0464980295748,2,"S000166"
259.2355842076282,3,"S000166"
285.5286520651294,4,"S000166"
310.731363491459,5,"S000166"
246.84513199421366,6,"S000166"
250.27161807806357,7,"S000166"
264.7335382451715,8,"S000166"
294.5984758527154,9,"S000166"
270.49525345556,0,"S000167"
274.3916712313293,1,"S000167"
275.8062181404833,2,"S000167"
331.39248255032703,3,"S000167"
368.4436290212402,4,"S000167"
322.34019750496066,5,"S000167"
407.50505181601176,6,"S000167"
432.699315429035,7,"S000167"
433.75608673040136,8,"S000167"
452.9727214314065,9,"S000167"
262.58393073742275,0,"S000168"
257.59112957793127,1,"S000168"
257.68904435492914,2,"S000168"
254.5251856693813,3,"S000168"
273.8026393058998,4,"S000168"
292.0847110317787,5,"S000168"
305.4436572801601,6,"S000168"
320.9856478898055,7,"S000168"
337.62014691961076,8,"S000168"
316.2658303454913,9,"S000168"
229.0171558325326,0,"S000169"
199.24205119234355,1,"S000169"
277.9599433932999,2,"S000169"
247.21418369663675,3,"S000169"
226.3380027734287,4,"S000169"
282.97022787583643,5,"S000169"
302.6991145118947,6,"S000169"
303.80798258312336,7,"S000169"
322.6082749185552,8,"S000169"
292.90434996781323,9,"S000169"
288.8485271196525,0,"S000170"
229.0050371105603,1,"S000170"
274.41041950413177,2,"S000170"
258.0474539940881,3,"S000170"
274.08161813872806,4,"S000170"
305.6282054323006,5,"S000170"
306.80907894930795,6,"S000170"
321.40997389128347,7,"S000170"
275.783691571838,8,"S000170"
295.92865377717663,9,"S000170"
241.07155284894972,0,"S000171"
293.53962670706113,1,"S000171"
319.7016605509407,2,"S000171"
248.85302423995182,3,"S000171"
327.2604830228858,4,"S000171"
295.9981274854629,5,"S000171"
335.2581336445809,6,"S000171"
245.9383738497922,7,"S000171"
312.66890126454695,8,"S000171"
299.913528412045,9,"S000171"
273.3703567539574,0,"S000172"
212.11723475491448,1,"S000172"
245.36409632343262,2,"S000172"
235.3279056156607,3,"S000172"
243.2465948235572,4,"S000172"
233.54875295678963,5,"S000172"
275.4746473283758,6,"S000172"
240.72001918838754,7,"S000172"
255.55915808031045,8,"S000172"
238.32171262837448,9,"S000172"
260.34139102213436,0,"S000173"
272.34488392416057,1,"S000173"
263.6936341779614,2,"S000173"
281.78152050798803,3,"S000173"
315.4348912772232,4,"S000173"
333.21493167970215,5,"S000173"
337.9278407072408,6,"S000173"
364.3462619026131,7,"S000173"
352.9555604184192,8,"S000173"
365.6324062293861,9,"S000173"
254.3271938744035,0,"S000174"
239.0055280816009,1,"S000174"
242.84560445791814,2,"S000174"
245.03195700448563,3,"S000174"
255.49251138993912,4,"S000174"
281.17231528347673,5,"S000174"
260.23625751052975,6,"S000174"
280.422303544815,7,"S000174"
311.4874355349794,8,"S000174"
342.76358642652474,9,"S000174"
178.0901572173169,0,"S000175"
208.8364613137664,1,"S000175"
212.7527524929278,2,"S000175"
240.95102302452702,3,"S000175"
266.94191850398056,4,"S000175"
205.20093224776693,5,"S000175"
201.07721930143808,6,"S000175"
300.9360041707022,7,"S000175"
242.7887136981809,8,"S000175"
306.35526275450405,9,"S000175"
205.68550322152848,0,"S000176"
238.17089752535773,1,"S000176"
